ll,name,distance
"43.656927,-79.378497",Chestnut Residence,626.0
"43.656927,-79.378497",Creative Innovation Studio,28.0
"43.656927,-79.378497",Campus Facilities & Sustainability,39.0
"43.656927,-79.378497",HEI 201 GCM Lecture Hall,58.0
"43.656927,-79.378497",Infoscape Research Lab,72.0
"43.656927,-79.378497",Ryerson University School of Image Arts,80.0
"43.656927,-79.378497",Victoria Building,103.0
"43.656927,-79.378497",Chang School for Continuing Education,113.0
"43.656927,-79.378497",Kerr Hall West Room 057,123.0
"43.656927,-79.378497",Ryerson University Campus Store,139.0
"43.656927,-79.378497",Rye High Eng,145.0
"43.656927,-79.378497",Rogers Communucation Centre,167.0
"43.656927,-79.378497",Ryerson Hub Cafeteria,184.0
"43.656927,-79.378497",Ryerson University Library 7th Floor,185.0
"43.656927,-79.378497",Library Building,186.0
"43.656927,-79.378497",Ryerson University,195.0
"43.656927,-79.378497",Ryerson University Library 4th Floor,199.0
"43.656927,-79.378497",Toronto Metropolitan University Park,203.0
"43.656927,-79.378497",POD Building,216.0
"43.656927,-79.378497",Ryerson University Quad,217.0
"43.656927,-79.378497",Ryerson University,221.0
"43.656927,-79.378497",Ryerson University Student Learning Centre,224.0
"43.656927,-79.378497",Ryerson Aboriginal Student Svc,224.0
"43.656927,-79.378497",Ryerson Student Affairs,245.0
"43.656927,-79.378497",Kerr Hall West Gym,248.0
"43.656927,-79.378497",Arts lab - POD 356,259.0
"43.656927,-79.378497",Ryerson University Human Resources,275.0
"43.656927,-79.378497",Ryerson University,311.0
"43.656927,-79.378497",Ryerson School of Performance,320.0
"43.656927,-79.378497",Eric Palin Hall,327.0
"43.656927,-79.378497",Ted Rogers School of Management,369.0
"43.656927,-79.378497",TRSM Career Development & Employment Partnership Centre,373.0
"43.656927,-79.378497",Information Technology Management Student Association,375.0
"43.656927,-79.378497",Modern Literature and Culture Research Centre,376.0
"43.656927,-79.378497",Ryerson University Co-Operative Education,390.0
"43.656927,-79.378497",Neill-Wycik College-Hotel,419.0
"43.656927,-79.378497",University of Liverpool Online Degress - Information Session,447.0
"43.656927,-79.378497",CMU College of Makeup Art & Design,646.0
"43.656927,-79.378497",George Brown College St. James,708.0
"43.656927,-79.378497",VerveSmith - Independent Educational Consultants,762.0
"43.656927,-79.378497",George Brown College St. James Campus,802.0
"43.656927,-79.378497",Mowat Centre,802.0
"43.656927,-79.378497",HiTech Network Inc,819.0
"43.656927,-79.378497",George Brown College Gym,844.0
"43.656927,-79.378497",Banting Reserch Foundation,857.0
"43.656927,-79.378497",George Brown College Centre for Hospitality and Culinary Arts,867.0
"43.656927,-79.378497",George Brown College LIAD 224A,870.0
"43.656927,-79.378497",George Brown College Continuing Education,877.0
"43.658295,-79.372346",Canada's National Ballet School,716.0
"43.658295,-79.372346",Ryerson Recreation and Athletics Centre,558.0
"43.658295,-79.372346",Centre for Urban Energy,369.0
"43.658295,-79.372346",Modern Literature and Culture Research Centre,395.0
"43.658295,-79.372346",Faculty of Community Svc,410.0
"43.658295,-79.372346",Ryerson University Co-Operative Education,414.0
"43.658295,-79.372346",RTA Productions,419.0
"43.658295,-79.372346",Rye High Eng,426.0
"43.658295,-79.372346",Ryerson Hub Cafeteria,427.0
"43.658295,-79.372346",Eric Palin Hall,457.0
"43.658295,-79.372346",Rogers Communucation Centre,469.0
"43.658295,-79.372346",Ryerson University Chinese Students' Association,474.0
"43.658295,-79.372346",Neill-Wycik College-Hotel,485.0
"43.658295,-79.372346",Infoscape Research Lab,488.0
"43.658295,-79.372346",HEI 201 GCM Lecture Hall,516.0
"43.658295,-79.372346",Campus Facilities & Sustainability,521.0
"43.658295,-79.372346",Creative Innovation Studio,534.0
"43.658295,-79.372346",Ryerson University School of Image Arts,538.0
"43.658295,-79.372346",Kerr Hall North,541.0
"43.658295,-79.372346",George Brown College St. James,542.0
"43.658295,-79.372346",Ryerson OneCard,555.0
"43.658295,-79.372346",Taie International Institute,559.0
"43.658295,-79.372346",Toronto Metropolitan University Park,566.0
"43.658295,-79.372346",Ryerson University Quad,570.0
"43.658295,-79.372346",Kerr Hall West Room 057,583.0
"43.658295,-79.372346",Intl Institute Travel,584.0
"43.658295,-79.372346",Gestalt Institute of Toronto,595.0
"43.658295,-79.372346",Image Arts Lounge,598.0
"43.658295,-79.372346",Ryerson School of Fashion,605.0
"43.658295,-79.372346",George Brown College Continuing Education,605.0
"43.658295,-79.372346",Ryerson Early Learnng Centre,607.0
"43.658295,-79.372346",Chang School for Continuing Education,610.0
"43.658295,-79.372346",Victoria Building,620.0
"43.658295,-79.372346",Ryerson University Campus Store,624.0
"43.658295,-79.372346",Ryerson Aboriginal Student Svc,627.0
"43.658295,-79.372346",Ryerson University - Kerr Hall,634.0
"43.658295,-79.372346",Kerr Hall West Gym,634.0
"43.658295,-79.372346",George Brown College St. James Campus,640.0
"43.658295,-79.372346",Library Building,640.0
"43.658295,-79.372346",CMU College of Makeup Art & Design,646.0
"43.658295,-79.372346",POD Building,646.0
"43.658295,-79.372346",RU Student Life,647.0
"43.658295,-79.372346",Ryerson University,655.0
"43.658295,-79.372346",Ryerson University Library 7th Floor,655.0
"43.658295,-79.372346",Ryerson Student Affairs,657.0
"43.658295,-79.372346",Ryerson University Central Placement Office,658.0
"43.658295,-79.372346",Ryerson University Library 4th Floor,658.0
"43.658295,-79.372346",Association of Undergraduate Women in Science,661.0
"43.658295,-79.372346",Toronto Metropolitan University Student Financial Services,664.0
"43.658295,-79.372346",Arts lab - POD 356,665.0
"43.6940155,-79.2889842","Max the Mutt College of Animation, Art & Design",517.0
"43.6940155,-79.2889842",A2D2,599.0
"43.6940155,-79.2889842",Urmi School of Dance,316.0
"43.6940155,-79.2889842",Ca.EduBirdie.com,340.0
"43.6940155,-79.2889842",Dahlak Center for Historical Studies,537.0
"43.6940155,-79.2889842",Afghan youths university,591.0
"43.6809164,-79.4229684",Philosophy Fitness - St. Clair West,201.0
"43.6809164,-79.4229684",Mothercraft College,458.0
"43.6809164,-79.4229684",Skills for Change,550.0
"43.6809164,-79.4229684",Hillcrest Community School,580.0
"43.6809164,-79.4229684",St. Mike's Hockey Arena,661.0
"43.6809164,-79.4229684",Canadian Friends of Haifa University,969.0
"43.6809164,-79.4229684",Trump University,979.0
"43.6910667,-79.39535",Deer Park Public School,361.0
"43.6910667,-79.39535",Robinson Linguistic College,383.0
"43.6910667,-79.39535",Front Runner Publishing Solutions Inc,457.0
"43.6910667,-79.39535",Paige Property Inc,485.0
"43.6910667,-79.39535",RCC Institute of Technology,618.0
"43.6910667,-79.39535",Academy of Design,618.0
"43.6910667,-79.39535",Academy of Design and Technology,621.0
"43.6910667,-79.39535",Lloyd Best law college in India,701.0
"43.6910667,-79.39535",Frontier College,702.0
"43.6910667,-79.39535",University of Bahcesehir Campus Toronto,707.0
"43.6910667,-79.39535",Watershed Training Solutions,791.0
"43.6910667,-79.39535",Fiorio Beauty Academy,814.0
"43.6910667,-79.39535",Msoftware Technology,873.0
"43.6910667,-79.39535",De la Salle College Cafeteria,917.0
"43.6910667,-79.39535",Prepskills Inc,923.0
"43.6910667,-79.39535",IBT College,382.0
"43.6910667,-79.39535",College of Midwives of Ontario,383.0
"43.6910667,-79.39535",Comprehensive Tutoring College,474.0
"43.6910667,-79.39535",Yorkville College,618.0
"43.6910667,-79.39535",Access Canada Business College,743.0
"43.6910667,-79.39535",Pathways Training and Elearning Inc,945.0
"43.6910667,-79.39535",Med Action Health Group Inc,989.0
"43.6975969,-79.39654",Fiorio Beauty Academy,82.0
"43.6975969,-79.39654",Academy of Design and Technology,114.0
"43.6975969,-79.39654",RCC Institute of Technology,115.0
"43.6975969,-79.39654",Academy of Design,115.0
"43.6975969,-79.39654",Msoftware Technology,268.0
"43.6975969,-79.39654",University of Bahcesehir Campus Toronto,312.0
"43.6975969,-79.39654",Paige Property Inc,397.0
"43.6975969,-79.39654",The Study,425.0
"43.6975969,-79.39654",Prepskills Inc,617.0
"43.6975969,-79.39654",Sew Be It Studio,808.0
"43.6975969,-79.39654",Central Learning Centre Inc,856.0
"43.6975969,-79.39654",Ccmh Canadian College of Massage and Hydrotherapy - Toronto Campus,867.0
"43.6975969,-79.39654",Canadian Schl of Nat Nutrution,936.0
"43.6975969,-79.39654",Deer Park Public School,1009.0
"43.6975969,-79.39654",Access Canada Business College,46.0
"43.6975969,-79.39654",Yorkville College,115.0
"43.6975969,-79.39654",Pathways Training and Elearning Inc,218.0
"43.6975969,-79.39654",Mothercraft Institute For Early Development,292.0
"43.6975969,-79.39654",Royal Canadian Institute of Intternational Studies,292.0
"43.6975969,-79.39654",Birmingham International College,942.0
"43.639832,-79.395954",Toronto Image Works,683.0
"43.639832,-79.395954",Examstraining,169.0
"43.639832,-79.395954",RED Academy Toronto,481.0
"43.639832,-79.395954",Better the World,495.0
"43.639832,-79.395954",Health & Wellness,638.0
"43.639832,-79.395954",The Dirt Underneath Actors' Space,648.0
"43.639832,-79.395954","Fit Factory Downtown, Toronto",693.0
"43.639832,-79.395954",Toronto School of Art,753.0
"43.639832,-79.395954",Canpacific College of Bus,860.0
"43.639832,-79.395954",Westside Montessori School,866.0
"43.639832,-79.395954",Centre For Indigenous Theatre,902.0
"43.639832,-79.395954",Gallery 44 Darkroom,914.0
"43.639832,-79.395954",CSI Global Education Inc,954.0
"43.639832,-79.395954",Institute of Traditional Medicine,963.0
"43.639832,-79.395954",Academy of Learning Career College Toronto,977.0
"43.639832,-79.395954",Recording Arts Canada,982.0
"43.639832,-79.395954",Eurocentres Toronto,986.0
"43.639832,-79.395954",Ontario College of Family Physicians,998.0
"43.639832,-79.395954",Canadian Securities Institute,1014.0
"43.639832,-79.395954",St Stephens Waterfront Childcare,2286.0
"43.639832,-79.395954",Canadian Institute of International Business,7189.0
"43.639832,-79.395954",Global Tesol College,730.0
"43.639832,-79.395954",George Brown Collegeapplied,796.0
"43.639832,-79.395954",Medeon Corp,800.0
"43.639832,-79.395954",International Academy-Design,809.0
"43.667333,-79.399429",Isabel Bader Theatre,548.0
"43.667333,-79.399429",Convocation Hall,797.0
"43.667333,-79.399429",University of Toronto,45.0
"43.667333,-79.399429",Woodsworth College Students' Association {WCSA},69.0
"43.667333,-79.399429",Enrollment Svc,80.0
"43.667333,-79.399429",Factor-Inwentash Faculty of Social Work,164.0
"43.667333,-79.399429",Tartu College,226.0
"43.667333,-79.399429","Claude T. Bissell Building, Faculty of Information",227.0
"43.667333,-79.399429","University of Toronto, Varsity Campus Newspaper, Advertising",269.0
"43.667333,-79.399429",Rotman School of Management,290.0
"43.667333,-79.399429",Robarts 3rd Floor,304.0
"43.667333,-79.399429",Department of Sociology,337.0
"43.667333,-79.399429",Thomas Fisher Rare Book Library,344.0
"43.667333,-79.399429",Munk School of Global Affairs,369.0
"43.667333,-79.399429",Phi Kappa Pi Fraternity,369.0
"43.667333,-79.399429",The Servery,372.0
"43.667333,-79.399429",University of Trinity College,374.0
"43.667333,-79.399429",Ontario Alpha Chapter of Phi Delta Theta,391.0
"43.667333,-79.399429",Ramsay Wright Zoological Laboratories,429.0
"43.667333,-79.399429",Wolfond Centre For Jewish Campus Life,429.0
"43.667333,-79.399429",Faculty of Kinesiology and Physical Education - Registrar's Office,462.0
"43.667333,-79.399429",Flavelle House,474.0
"43.667333,-79.399429",Department of Art,483.0
"43.667333,-79.399429",Hart House Quad,490.0
"43.667333,-79.399429",Athletic Centre Fieldhouse,511.0
"43.667333,-79.399429",Sidney Smith,525.0
"43.667333,-79.399429",Sidney Smith Hall,532.0
"43.667333,-79.399429",Statistics Aid Centre,544.0
"43.667333,-79.399429",Hart House Art Committee,549.0
"43.667333,-79.399429",Margaret Addison Hall,556.0
"43.667333,-79.399429",Arbor Room,566.0
"43.667333,-79.399429",Northrop Frye Hall,579.0
"43.667333,-79.399429",Hart House Fitness Centre,581.0
"43.667333,-79.399429",Lash Miller Chemical Laboratories,630.0
"43.667333,-79.399429",Victoria College,630.0
"43.667333,-79.399429",University of Toronto,635.0
"43.667333,-79.399429",A.D. Allen Chemistry Library,654.0
"43.667333,-79.399429","University of Toronto, Frequently Called Numbers, Faculty Club of U of T",674.0
"43.667333,-79.399429",Centre for Reformation and Renaissance Studies,680.0
"43.667333,-79.399429",Elmsley Hall,751.0
"43.667333,-79.399429",McLennan Physical Laboratories,760.0
"43.667333,-79.399429",Carr Hall,761.0
"43.667333,-79.399429",St. Michael's College,783.0
"43.667333,-79.399429",JJR Macleod Auditorium,789.0
"43.667333,-79.399429",Medical Sciences Building,798.0
"43.667333,-79.399429",InteractHome,816.0
"43.667333,-79.399429",Anthropology Building,824.0
"43.667333,-79.399429",University of Toronto - Department of Anthropolgy,825.0
"43.667333,-79.399429",NMR Centre,850.0
"43.667333,-79.399429",1 Spadina Crescent,856.0
"43.6480008,-79.383177",Chestnut Residence,705.0
"43.6480008,-79.383177",Wilfrid Laurier University - MBA School,108.0
"43.6480008,-79.383177",Institute of Corporate Directors,155.0
"43.6480008,-79.383177",Smarten Up Institute,233.0
"43.6480008,-79.383177",Ontario Research and Innovation Optical,338.0
"43.6480008,-79.383177",Canadian Securities Institute,360.0
"43.6480008,-79.383177",Rider Training Institute,477.0
"43.6480008,-79.383177",OCAD Graduate Studies,483.0
"43.6480008,-79.383177",Social Body Lab,494.0
"43.6480008,-79.383177",DFI headquarters - OCAD,497.0
"43.6480008,-79.383177",OCAD at 230 Richmond,499.0
"43.6480008,-79.383177",Recording Arts Canada,730.0
"43.6480008,-79.383177",VerveSmith - Independent Educational Consultants,798.0
"43.6480008,-79.383177",Manhattan GMAT,798.0
"43.6480008,-79.383177",Dorothy H. Hoover Library - OCAD University,803.0
"43.6480008,-79.383177",Ontario College of Family Physicians,805.0
"43.6480008,-79.383177",TRSM Career Development & Employment Partnership Centre,836.0
"43.6480008,-79.383177",OCAD University Tabletop,846.0
"43.6480008,-79.383177",Ted Rogers School of Management,850.0
"43.6480008,-79.383177",Information Technology Management Student Association,854.0
"43.6480008,-79.383177",Ontario College of Art & Design,876.0
"43.6480008,-79.383177",Academy of Learning Career College Toronto,879.0
"43.6480008,-79.383177",Fifth Floor Open Studio,883.0
"43.6480008,-79.383177",Ryerson University Human Resources,895.0
"43.6480008,-79.383177",Ryerson University,913.0
"43.6480008,-79.383177",Ryerson School of Performance,929.0
"43.6480008,-79.383177",Centre For Indigenous Theatre,936.0
"43.6480008,-79.383177",CMU College of Makeup Art & Design,942.0
"43.6480008,-79.383177",OUSA | Ontario Undergraduate Student Alliance,943.0
"43.6480008,-79.383177",Gallery 44 Darkroom,944.0
"43.6480008,-79.383177",University of Toronto Postgraduate Medical Education,945.0
"43.6480008,-79.383177",Ryerson University,955.0
"43.6480008,-79.383177",University of Liverpool Online Degress - Information Session,956.0
"43.6480008,-79.383177",Connect School of Language,2837.0
"43.6480008,-79.383177",Stepthen Overbury Seminars Inc,260.0
"43.6480008,-79.383177",Canadian Centre For Verbatim Studies,346.0
"43.6480008,-79.383177",University of Toronto - Scarborough,352.0
"43.6480008,-79.383177",The David Asper Centre for Constitutional Righ ts,362.0
"43.6480008,-79.383177",York Univeristy Schulich School of Business,3880.0
"43.6480008,-79.383177",Iseehear Inc,393.0
"43.6480008,-79.383177",Canadian College of Osteopathy,485.0
"43.6480008,-79.383177",Ocad,492.0
"43.6480008,-79.383177",Orano,565.0
"43.6480008,-79.383177",NIC Newton International College,643.0
"43.6480008,-79.383177",Toronto School-Music Canada,776.0
"43.6480008,-79.383177",Greystone College of Business & Technology,815.0
"43.6480008,-79.383177",Italian Trade Commission Ice,827.0
"43.6480008,-79.383177",Collages Ontario,831.0
"43.6480008,-79.383177",Custom Comfort Care Inc,831.0
